target,gender_F,income_high,income_low,country_USA,country_India,country_UK,age,time_since_last_gift,time_since_first_gift,max_gift,min_gift,mean_gift,number_gift
0,1,0,0,0,1,0,37,439,1601,122.0,79.0,103.6,5
0,0,0,0,1,0,0,46,572,2085,85.0,80.0,82.0,3
0,1,0,0,1,0,0,42,736,1376,112.0,90.0,101.0,2
0,0,0,0,1,0,0,53,906,2640,128.0,65.0,91.0,4
0,1,0,1,0,1,0,60,1247,2468,96.0,49.0,74.28571428571429,7
0,1,0,0,1,0,0,46,960,2439,133.0,72.0,102.75,8
0,0,0,0,0,0,1,63,758,2677,115.0,52.0,89.07692307692308,13
0,0,0,0,0,1,0,61,1262,1262,128.0,128.0,128.0,1
0,0,0,1,1,0,0,54,614,1794,142.0,88.0,114.2,5
0,1,0,0,0,1,0,61,560,2433,118.0,75.0,99.28571428571428,7
0,1,0,0,0,1,0,20,785,2564,110.0,55.0,81.8,5
0,1,1,0,0,1,0,39,836,2600,82.0,74.0,78.5,4
0,0,0,0,0,1,0,33,822,2698,111.0,45.0,75.0,8
0,1,0,0,1,0,0,51,1311,1311,80.0,80.0,80.0,1
1,1,0,0,1,0,0,80,553,2623,101.0,66.0,84.2,5
0,1,1,0,0,1,0,76,408,408,106.0,106.0,106.0,1
0,1,0,0,0,1,0,21,248,1353,113.0,54.0,83.5,2
0,0,1,0,0,1,0,46,1101,2363,107.0,54.0,73.0,9
0,1,0,0,0,1,0,32,789,789,105.0,105.0,105.0,1
0,1,0,0,0,1,0,78,1320,2518,120.0,54.0,85.16666666666667,6
0,0,0,0,0,1,0,35,792,1849,112.0,66.0,95.5,4
0,1,0,0,1,0,0,73,1192,2645,118.0,105.0,112.25,4
0,0,1,0,1,0,0,58,1112,1808,84.0,68.0,74.33333333333333,3
0,0,0,1,0,1,0,52,1231,2681,109.0,52.0,81.25,8
0,1,0,0,0,1,0,39,627,2618,115.0,49.0,81.44444444444444,9
0,0,0,0,0,1,0,34,1313,2558,129.0,94.0,106.2,5
0,0,0,0,0,1,0,54,128,1545,92.0,56.0,71.5,6
0,0,0,0,0,1,0,39,1298,1298,101.0,101.0,101.0,1
0,1,0,0,0,1,0,50,309,2619,121.0,45.0,79.66666666666667,6
0,1,0,1,1,0,0,95,1350,2327,61.0,34.0,47.5,2
0,0,0,0,1,0,0,36,246,1872,75.0,52.0,64.25,4
0,1,0,1,1,0,0,53,340,1860,142.0,86.0,111.6,5
0,1,1,0,0,0,1,45,471,2611,130.0,83.0,110.0,6
0,1,0,1,0,1,0,66,1099,1099,90.0,90.0,90.0,1
0,0,0,0,0,1,0,65,666,2703,102.0,23.0,76.5,6
0,0,0,0,1,0,0,78,959,2759,101.0,50.0,74.2,5
0,0,0,1,1,0,0,29,567,2408,109.0,30.0,77.57142857142857,7
0,0,0,0,0,1,0,64,573,2663,70.0,46.0,58.25,4
0,1,0,1,0,1,0,56,1122,2282,133.0,112.0,122.5,2
0,0,1,0,1,0,0,56,830,2673,123.0,58.0,85.35714285714286,14
1,0,1,0,0,0,1,33,997,2564,120.0,53.0,87.2,5
0,0,0,0,1,0,0,24,608,2715,111.0,52.0,79.28571428571429,7
0,1,0,0,0,1,0,61,881,2131,86.0,74.0,80.0,2
0,1,0,1,1,0,0,58,54,54,91.0,91.0,91.0,1
0,0,0,0,1,0,0,56,1198,2142,105.0,50.0,82.2,5
0,0,1,0,0,1,0,35,1414,2654,170.0,63.0,103.0,6
0,1,0,0,0,1,0,70,757,757,60.0,60.0,60.0,1
0,1,0,0,0,1,0,25,1458,2613,103.0,41.0,78.0,12
0,1,0,1,0,1,0,35,1161,2644,115.0,44.0,96.57142857142857,7
0,1,0,0,0,1,0,38,872,1152,106.0,92.0,99.0,2
0,1,0,1,0,1,0,79,1073,2231,123.0,79.0,101.125,8
0,0,1,0,0,1,0,56,937,2650,100.0,80.0,91.66666666666669,3
0,1,0,0,0,1,0,94,969,2494,132.0,95.0,112.11111111111113,9
0,1,0,0,1,0,0,65,70,2679,129.0,76.0,99.5,10
0,0,0,0,1,0,0,43,693,2012,112.0,70.0,93.5,4
0,1,0,0,1,0,0,63,1095,2718,103.0,81.0,90.0,3
0,1,1,0,1,0,0,44,1496,2763,110.0,50.0,77.18181818181819,11
1,1,0,0,1,0,0,70,661,1908,114.0,98.0,109.0,4
0,1,0,0,0,1,0,48,936,2654,136.0,73.0,99.66666666666669,9
0,1,0,0,0,1,0,43,707,1950,98.0,62.0,84.83333333333333,6
0,0,0,0,0,1,0,35,224,2028,121.0,54.0,88.875,8
0,1,0,1,1,0,0,48,738,738,49.0,49.0,49.0,1
0,0,0,0,0,0,1,41,478,2533,109.0,58.0,83.5,2
0,1,0,0,1,0,0,45,399,1855,87.0,46.0,70.6,5
0,0,0,0,0,1,0,48,815,2682,99.0,54.0,77.66666666666667,6
0,0,1,0,0,1,0,61,483,2460,128.0,89.0,109.8,5
0,1,1,0,1,0,0,67,64,2631,69.0,60.0,65.33333333333333,3
0,0,0,0,0,1,0,80,883,2637,126.0,85.0,103.33333333333331,6
0,1,0,0,0,1,0,47,1211,2433,104.0,40.0,72.1111111111111,9
0,1,0,1,0,1,0,60,585,585,85.0,85.0,85.0,1
0,0,0,0,0,1,0,79,605,605,76.0,76.0,76.0,1
1,0,0,0,1,0,0,47,1080,2140,95.0,58.0,76.5,2
0,1,0,0,0,1,0,60,744,2653,131.0,66.0,96.5,8
0,1,0,1,1,0,0,51,1185,2361,119.0,60.0,88.1,10
0,1,0,1,1,0,0,55,997,2579,131.0,34.0,80.2,10
0,0,0,0,0,1,0,42,615,2761,146.0,73.0,117.77777777777777,9
0,1,1,0,0,0,1,85,871,1890,120.0,84.0,101.66666666666669,3
0,0,0,0,1,0,0,48,1023,2362,99.0,61.0,85.25,4
0,0,0,0,0,1,0,29,1401,1401,93.0,93.0,93.0,1
0,0,0,0,0,1,0,60,770,2159,121.0,90.0,102.0,5
0,0,1,0,0,1,0,29,1564,1564,93.0,93.0,93.0,1
0,0,0,0,0,0,1,34,1084,2348,142.0,73.0,104.875,8
0,0,0,0,1,0,0,51,327,2478,85.0,71.0,75.66666666666667,3
0,1,1,0,1,0,0,97,617,617,113.0,113.0,113.0,1
0,1,0,0,1,0,0,43,620,2431,119.0,90.0,98.8,5
0,0,0,0,0,1,0,36,722,2685,92.0,42.0,62.14285714285714,7
0,1,0,0,1,0,0,73,348,2435,104.0,82.0,92.5,6
0,1,0,0,0,1,0,44,527,2198,100.0,46.0,75.6,10
0,0,0,0,0,1,0,51,736,2643,98.0,57.0,82.0,8
0,1,0,0,1,0,0,27,623,623,97.0,97.0,97.0,1
0,0,1,0,0,1,0,49,653,2171,139.0,51.0,91.64285714285714,14
0,0,0,0,0,1,0,79,757,2117,78.0,54.0,68.4,5
0,1,0,1,0,1,0,62,819,819,74.0,74.0,74.0,1
0,0,0,1,0,1,0,100,1223,2191,114.0,70.0,89.0,5
0,0,0,0,1,0,0,52,94,2767,103.0,64.0,82.8,5
0,0,0,0,1,0,0,71,648,1814,104.0,79.0,95.0,3
0,1,0,1,0,1,0,66,529,2700,92.0,83.0,87.5,2
0,1,0,1,0,1,0,19,1420,1420,90.0,90.0,90.0,1
0,1,0,0,0,0,1,61,602,2402,124.0,60.0,97.42857142857143,7
0,0,0,0,0,1,0,84,205,2765,104.0,26.0,73.1,10
0,0,1,0,0,1,0,85,1186,2708,113.0,56.0,82.33333333333333,6
0,1,1,0,0,1,0,54,263,1768,132.0,76.0,95.28571428571428,7
1,1,0,0,0,0,1,82,945,2402,123.0,93.0,106.42857142857143,7
0,1,0,0,1,0,0,44,821,2754,62.0,40.0,51.0,3
0,1,0,0,0,1,0,32,352,2476,110.0,95.0,102.16666666666669,6
0,1,0,0,1,0,0,44,743,2497,126.0,78.0,102.72727272727272,11
0,1,0,1,1,0,0,63,473,2653,123.0,71.0,93.71428571428572,7
0,0,1,0,1,0,0,53,1066,2712,112.0,27.0,72.0,7
0,1,0,0,0,1,0,60,893,2540,136.0,50.0,101.4,5
0,0,0,0,1,0,0,79,634,2072,78.0,55.0,71.2,5
0,1,1,0,0,1,0,87,769,2137,125.0,62.0,99.0,6
0,0,0,0,1,0,0,60,538,538,110.0,110.0,110.0,1
0,1,0,0,0,1,0,39,1481,2713,115.0,88.0,100.33333333333331,6
0,0,0,0,0,1,0,54,958,2110,102.0,100.0,101.0,2
0,0,0,0,0,1,0,43,703,2608,131.0,100.0,119.22222222222223,9
0,0,0,0,1,0,0,47,935,2764,98.0,61.0,80.625,8
0,1,0,0,1,0,0,36,640,2683,103.0,72.0,83.33333333333333,3
0,1,0,0,1,0,0,53,704,1525,138.0,82.0,105.0,8
0,0,0,0,0,1,0,109,847,2680,108.0,72.0,90.4,5
0,1,0,0,0,1,0,42,1187,1187,67.0,67.0,67.0,1
0,0,0,0,1,0,0,22,980,1880,118.0,47.0,80.16666666666667,6
0,1,0,1,0,1,0,39,328,2686,95.0,21.0,67.6,5
0,0,0,0,0,0,1,60,1186,2633,137.0,63.0,89.33333333333331,6
1,1,0,1,1,0,0,69,1518,2721,144.0,70.0,112.375,8
0,0,0,0,0,1,0,93,1425,1425,99.0,99.0,99.0,1
0,1,0,0,0,1,0,45,453,453,82.0,82.0,82.0,1
0,1,0,0,0,1,0,52,197,2181,93.0,59.0,75.4,5
0,1,0,0,0,1,0,45,611,924,124.0,89.0,103.75,4
0,1,1,0,1,0,0,42,273,2050,136.0,91.0,112.0,3
0,1,0,0,0,1,0,57,490,2467,104.0,66.0,85.57142857142857,7
0,1,0,0,0,1,0,53,443,2171,114.0,85.0,103.0,3
0,0,0,0,1,0,0,37,355,1681,97.0,76.0,85.0,5
0,1,0,0,0,0,1,92,350,489,93.0,80.0,86.5,2
0,1,0,0,0,0,1,48,1148,2455,114.0,48.0,74.0,4
0,1,0,0,1,0,0,61,629,2568,124.0,50.0,87.0,4
0,0,0,0,0,1,0,60,888,2756,102.0,64.0,81.75,4
0,1,0,0,1,0,0,61,905,1366,127.0,112.0,121.75,4
0,0,0,0,0,1,0,70,476,2599,114.0,54.0,85.66666666666667,9
0,0,0,1,0,1,0,69,860,2636,128.0,71.0,98.5,8
1,1,0,0,1,0,0,24,423,1792,143.0,73.0,100.25,8
0,0,0,0,1,0,0,29,645,2586,106.0,52.0,92.8,5
0,1,0,0,1,0,0,52,516,1707,83.0,27.0,54.25,4
0,0,0,0,1,0,0,45,947,947,79.0,79.0,79.0,1
0,1,0,0,0,1,0,24,957,2527,119.0,70.0,89.55555555555556,9
0,1,0,0,1,0,0,70,639,2548,107.0,71.0,92.83333333333331,6
0,1,0,0,1,0,0,46,602,2211,98.0,37.0,77.4,5
0,1,1,0,0,1,0,49,1711,2538,89.0,65.0,77.33333333333333,6
0,1,0,1,0,1,0,21,722,1236,92.0,63.0,77.5,2
0,1,0,0,0,1,0,92,372,2361,162.0,85.0,117.0,7
0,1,0,0,0,0,1,43,726,2632,136.0,83.0,105.66666666666669,3
0,1,1,0,1,0,0,32,1385,2025,100.0,97.0,98.5,2
0,0,0,0,0,0,1,39,787,2508,99.0,58.0,74.0,8
0,1,0,1,1,0,0,45,804,2700,107.0,86.0,96.4,5
0,0,0,0,0,1,0,60,880,2666,134.0,53.0,84.0,6
0,1,1,0,0,1,0,36,984,2661,81.0,43.0,62.33333333333334,6
0,0,0,0,1,0,0,54,1042,1162,104.0,87.0,95.5,2
0,0,0,0,0,1,0,50,1217,1299,121.0,109.0,115.0,2
0,0,0,0,0,1,0,55,887,2745,127.0,64.0,94.125,8
0,0,0,0,0,1,0,62,979,2056,115.0,78.0,92.75,4
0,0,1,0,0,1,0,38,897,2673,147.0,105.0,123.0,3
0,0,0,0,1,0,0,57,841,2364,97.0,65.0,83.6,5
0,0,0,0,0,1,0,53,1045,2176,159.0,101.0,121.33333333333331,6
0,0,0,0,0,1,0,21,331,1776,70.0,48.0,58.0,5
0,0,0,1,0,1,0,39,740,2401,114.0,27.0,79.0,9
0,1,1,0,1,0,0,23,619,2707,98.0,59.0,86.33333333333331,6
0,1,0,0,0,1,0,63,758,758,100.0,100.0,100.0,1
0,0,0,0,1,0,0,76,839,1783,125.0,84.0,102.8,5
0,0,0,1,0,1,0,94,1039,1039,102.0,102.0,102.0,1
0,0,0,1,0,1,0,100,951,2605,127.0,93.0,108.0,3
0,0,0,0,1,0,0,56,864,2375,103.0,62.0,93.83333333333331,6
0,1,0,1,1,0,0,57,482,2135,86.0,55.0,69.8,5
0,0,1,0,0,1,0,109,160,1931,134.0,89.0,113.0,5
0,0,0,0,1,0,0,56,443,2436,99.0,48.0,72.42857142857143,7
0,1,0,0,1,0,0,37,1386,2464,99.0,80.0,89.5,2
0,1,0,0,1,0,0,59,1370,2748,112.0,31.0,68.44444444444444,9
0,0,0,0,1,0,0,25,342,2734,95.0,68.0,82.5,4
0,0,0,0,0,1,0,69,837,1557,82.0,81.0,81.5,2
0,1,0,0,0,0,1,40,529,1780,128.0,45.0,83.5,12
0,1,0,0,0,1,0,42,524,2538,70.0,57.0,64.66666666666667,3
0,1,0,0,0,1,0,50,844,2688,111.0,78.0,93.0,6
0,1,0,0,1,0,0,76,382,1161,123.0,88.0,101.33333333333331,3
0,0,0,0,0,1,0,71,736,2610,100.0,52.0,78.2,5
0,0,1,0,0,0,1,78,651,2645,122.0,65.0,89.0909090909091,11
0,1,0,0,1,0,0,51,615,1963,129.0,83.0,106.0,2
0,0,0,0,1,0,0,67,668,2682,94.0,59.0,76.83333333333333,6
0,0,0,1,0,1,0,65,597,2072,127.0,69.0,104.4,5
0,1,0,0,0,1,0,66,966,2644,117.0,75.0,89.72727272727273,11
1,0,0,0,0,1,0,42,492,2416,131.0,53.0,91.8,10
0,0,0,0,0,1,0,54,219,1429,119.0,55.0,82.0,4
0,1,0,0,0,0,1,51,1166,1772,102.0,53.0,77.0,3
0,0,0,1,0,1,0,65,812,2748,128.0,82.0,103.5,4
1,1,1,0,1,0,0,24,1761,2769,138.0,85.0,108.0,6
0,0,0,1,1,0,0,79,668,1991,55.0,28.0,45.66666666666666,3
0,0,1,0,1,0,0,60,381,2492,103.0,29.0,80.08333333333333,12
0,0,0,0,0,1,0,50,807,2562,122.0,21.0,83.2,5
0,1,0,0,0,1,0,29,868,1261,88.0,64.0,75.66666666666667,3
0,0,0,0,0,1,0,58,1124,2233,150.0,92.0,109.0,4
0,0,1,0,1,0,0,20,589,2511,124.0,74.0,95.75,4
0,0,0,0,1,0,0,90,697,825,109.0,63.0,86.0,2
0,1,0,0,0,1,0,68,394,2713,108.0,85.0,98.0,4
0,1,0,0,1,0,0,46,1152,2688,138.0,86.0,117.16666666666669,6
0,0,0,0,1,0,0,81,645,1361,138.0,91.0,114.5,2
0,0,1,0,1,0,0,73,749,749,121.0,121.0,121.0,1
0,0,0,0,1,0,0,85,647,2182,102.0,67.0,82.71428571428571,7
0,1,0,0,1,0,0,20,998,2516,116.0,41.0,72.33333333333333,12
0,1,0,0,0,1,0,34,903,2532,119.0,62.0,91.66666666666669,6
0,1,0,0,1,0,0,64,635,1241,122.0,101.0,111.5,2
0,0,1,0,0,1,0,59,1073,1726,147.0,46.0,91.0,8
0,0,1,0,0,1,0,73,1199,2414,120.0,68.0,95.5,6
0,0,0,1,0,1,0,33,677,2158,136.0,60.0,94.25,8
0,0,0,0,1,0,0,61,319,319,57.0,57.0,57.0,1
0,1,0,0,0,0,1,36,1333,2537,115.0,41.0,78.5,4
0,1,0,1,0,1,0,55,1164,2542,121.0,84.0,105.33333333333331,6
0,1,0,0,0,1,0,43,666,1051,117.0,60.0,86.75,4
0,1,0,0,0,1,0,42,1154,2519,117.0,67.0,93.33333333333331,6
0,1,1,0,0,1,0,34,186,2439,97.0,58.0,80.83333333333333,6
0,1,0,1,0,0,1,52,971,2495,105.0,38.0,69.375,8
0,0,0,0,1,0,0,23,1050,1050,81.0,81.0,81.0,1
0,1,0,1,0,1,0,59,746,2768,150.0,108.0,128.28571428571428,7
0,1,0,0,1,0,0,52,1554,1866,119.0,48.0,93.6,5
0,0,0,1,0,1,0,60,1116,2759,152.0,52.0,102.85714285714286,7
0,0,0,0,1,0,0,60,950,2462,89.0,36.0,63.769230769230774,13
1,1,0,0,0,1,0,65,657,2726,111.0,61.0,85.2,5
0,1,0,0,1,0,0,73,524,2707,92.0,82.0,87.0,2
0,1,0,1,0,1,0,47,479,2480,135.0,100.0,115.25,4
0,0,0,0,0,1,0,23,1338,2622,119.0,63.0,88.42857142857143,7
1,1,0,0,0,0,1,53,417,1907,122.0,84.0,105.25,8
1,1,0,1,1,0,0,57,584,2605,125.0,70.0,102.2,10
0,1,0,0,1,0,0,27,329,1941,127.0,54.0,88.0,7
0,1,0,1,1,0,0,40,462,2636,137.0,71.0,114.5,8
1,1,0,1,0,1,0,60,754,2619,134.0,106.0,118.16666666666669,6
0,1,0,0,1,0,0,79,432,432,81.0,81.0,81.0,1
0,1,0,0,1,0,0,77,1097,2693,113.0,67.0,87.36363636363636,11
0,1,1,0,0,1,0,72,252,2642,82.0,26.0,61.0,3
0,1,0,1,0,1,0,51,264,1297,98.0,59.0,81.66666666666667,6
0,1,0,0,0,1,0,28,330,2152,82.0,73.0,77.5,2
0,1,1,0,1,0,0,46,1213,2377,127.0,58.0,90.0,8
0,0,0,0,1,0,0,58,1647,1647,89.0,89.0,89.0,1
0,0,0,0,1,0,0,60,517,615,157.0,95.0,126.0,2
0,1,0,1,1,0,0,22,1226,1226,85.0,85.0,85.0,1
0,0,0,1,0,1,0,67,216,2465,108.0,62.0,87.0,4
0,0,1,0,0,1,0,89,650,650,118.0,118.0,118.0,1
0,0,1,0,1,0,0,30,1121,2251,83.0,55.0,69.6,5
0,1,0,0,0,1,0,51,869,2638,107.0,47.0,82.83333333333333,6
0,0,0,0,0,1,0,61,1409,2721,118.0,72.0,89.3,10
0,1,0,0,0,1,0,34,895,2646,108.0,102.0,105.0,2
0,1,1,0,1,0,0,54,507,1909,94.0,92.0,93.0,2
0,0,0,1,0,1,0,90,48,1878,139.0,75.0,104.4,5
0,0,0,0,0,1,0,42,631,2713,113.0,50.0,89.44444444444444,9
0,1,1,0,0,1,0,39,850,2714,130.0,97.0,111.2,5
0,0,0,0,0,1,0,61,1397,2604,121.0,68.0,100.0,4
0,1,1,0,1,0,0,37,782,1850,99.0,50.0,77.75,4
0,1,1,0,1,0,0,60,1080,2707,130.0,72.0,96.16666666666669,6
0,1,0,0,0,1,0,82,1166,2769,118.0,81.0,93.66666666666669,3
0,0,0,1,1,0,0,56,749,2556,130.0,78.0,109.0,5
0,1,0,0,1,0,0,89,887,2410,143.0,83.0,102.25,4
0,0,1,0,0,1,0,26,503,1793,96.0,35.0,72.83333333333333,6
0,0,0,0,0,1,0,58,427,693,119.0,77.0,91.25,4
0,1,0,0,0,1,0,47,789,1108,108.0,88.0,98.0,2
0,0,1,0,0,0,1,36,571,2297,105.0,64.0,84.375,8
0,0,0,0,0,1,0,42,197,1117,117.0,101.0,109.0,2
0,1,0,0,0,1,0,59,57,2669,128.0,77.0,112.4,5
0,1,0,0,0,1,0,81,651,2401,122.0,74.0,98.6,5
0,0,0,0,1,0,0,28,554,2730,119.0,56.0,83.16666666666667,6
0,0,0,0,1,0,0,84,484,2758,161.0,65.0,99.2,10
0,1,0,0,0,1,0,30,312,2654,149.0,97.0,121.0,6
1,0,1,0,1,0,0,33,944,2756,116.0,56.0,94.71428571428572,7
0,1,0,0,0,1,0,52,773,2570,122.0,59.0,91.55555555555556,9
0,0,1,0,0,1,0,84,1154,1154,38.0,38.0,38.0,1
1,0,0,0,0,1,0,41,912,912,96.0,96.0,96.0,1
0,1,0,0,1,0,0,79,1107,1107,94.0,94.0,94.0,1
0,1,0,0,0,1,0,31,430,686,77.0,63.0,70.0,2
0,1,0,0,0,1,0,37,294,2535,117.0,89.0,104.6,5
0,0,0,1,1,0,0,51,339,339,53.0,53.0,53.0,1
0,1,1,0,1,0,0,60,358,2614,126.0,72.0,92.83333333333331,6
0,1,0,0,0,1,0,74,1748,2765,115.0,37.0,83.75,8
0,1,0,0,0,1,0,60,362,2151,95.0,44.0,65.0,3
0,0,0,1,0,1,0,42,798,1897,103.0,63.0,86.66666666666669,3
1,1,0,0,0,1,0,70,287,2468,134.0,76.0,108.0,11
0,1,0,0,0,1,0,84,600,600,145.0,145.0,145.0,1
0,1,0,1,0,1,0,75,122,2496,128.0,104.0,111.0,4
0,0,0,0,0,0,1,28,1263,2735,126.0,63.0,92.33333333333331,12
0,0,0,1,0,1,0,30,720,1368,83.0,50.0,72.0,5
0,0,0,1,0,1,0,38,1324,2727,100.0,64.0,80.0,7
0,0,0,0,0,1,0,44,1034,1904,120.0,103.0,114.25,4
0,1,0,0,0,1,0,28,846,2737,108.0,56.0,76.57142857142857,7
0,0,0,0,0,1,0,54,1321,2604,106.0,50.0,79.5,4
0,0,0,0,0,1,0,44,196,2589,119.0,80.0,97.5,4
0,0,0,0,0,1,0,67,791,2764,99.0,52.0,72.1111111111111,9
0,0,1,0,0,1,0,65,196,2668,130.0,84.0,102.5,6
1,0,0,0,1,0,0,63,584,1474,117.0,86.0,99.25,4
0,1,0,0,1,0,0,89,714,2483,89.0,70.0,79.5,2
0,0,1,0,1,0,0,72,447,1977,130.0,98.0,116.6,5
1,1,0,0,1,0,0,73,788,2297,141.0,65.0,96.9,10
0,0,0,0,1,0,0,82,390,390,97.0,97.0,97.0,1
0,1,0,0,1,0,0,71,912,2722,110.0,61.0,88.5,6
0,0,0,0,0,1,0,60,1216,2735,121.0,75.0,103.28571428571428,7
0,0,0,0,0,1,0,83,566,566,42.0,42.0,42.0,1
0,0,0,1,1,0,0,63,798,2639,124.0,103.0,115.0,3
0,1,0,1,1,0,0,33,386,2635,161.0,94.0,111.5,12
0,1,0,1,1,0,0,24,927,2705,114.0,68.0,85.75,4
0,0,0,0,1,0,0,59,968,2705,79.0,42.0,61.33333333333334,6
0,0,0,1,0,1,0,65,1235,2193,118.0,52.0,92.0,6
0,0,0,0,0,1,0,49,1154,2646,110.0,83.0,97.33333333333331,6
0,0,1,0,1,0,0,33,596,2563,112.0,32.0,81.0,4
0,0,0,0,0,1,0,38,1431,1647,102.0,69.0,85.5,2
0,1,0,0,0,1,0,63,719,2131,64.0,56.0,61.0,3
0,1,0,0,1,0,0,25,214,2005,102.0,58.0,76.5,6
0,1,0,0,1,0,0,55,600,2651,135.0,59.0,103.875,8
0,1,0,0,1,0,0,78,1126,2732,133.0,74.0,99.0,10
0,1,0,0,0,0,1,32,409,1948,134.0,82.0,98.375,8
0,0,0,0,0,1,0,53,827,2610,128.0,74.0,96.5,6
0,1,0,0,1,0,0,60,980,1774,113.0,98.0,105.5,2
0,0,0,0,0,1,0,62,1286,2632,75.0,57.0,68.16666666666667,6
0,0,0,1,1,0,0,45,826,826,64.0,64.0,64.0,1
0,0,0,0,1,0,0,52,1031,2266,119.0,82.0,103.6,5
0,0,0,0,0,1,0,60,607,2689,98.0,61.0,87.2,5
0,1,0,0,1,0,0,37,845,2388,105.0,57.0,85.6,5
0,1,0,0,1,0,0,30,367,2390,125.0,67.0,91.8,5
0,1,0,0,0,1,0,60,979,979,98.0,98.0,98.0,1
0,0,0,0,0,1,0,42,1741,2751,122.0,75.0,99.5,6
0,1,0,0,0,1,0,69,452,452,107.0,107.0,107.0,1
0,0,0,0,0,1,0,63,858,2303,148.0,64.0,105.4,10
0,1,1,0,0,0,1,77,667,2104,136.0,61.0,92.0,6
0,0,0,1,0,1,0,68,711,2027,65.0,35.0,52.66666666666666,3
0,1,0,1,0,1,0,60,795,2708,107.0,64.0,85.66666666666667,3
0,0,0,0,1,0,0,73,1140,2143,113.0,64.0,87.2,5
0,1,1,0,0,1,0,27,655,655,112.0,112.0,112.0,1
0,0,0,0,1,0,0,26,787,2760,102.0,55.0,72.8,5
0,0,0,0,1,0,0,38,67,2495,95.0,30.0,68.75,8
0,0,0,0,0,0,1,44,445,2544,119.0,82.0,99.2,5
0,0,0,0,0,1,0,39,1462,2709,111.0,79.0,94.14285714285714,7
1,1,1,0,1,0,0,33,647,2311,145.0,100.0,128.83333333333334,6
0,1,1,0,0,1,0,49,960,2427,109.0,64.0,90.5,4
0,1,0,0,0,1,0,33,948,2037,146.0,74.0,110.0,2
0,0,0,0,1,0,0,51,709,2138,121.0,81.0,106.0,5
0,1,0,0,0,0,1,49,1546,2594,106.0,73.0,97.8,5
0,1,0,1,0,1,0,55,526,2749,121.0,52.0,86.2857142857143,7
0,1,0,1,0,0,1,60,662,662,88.0,88.0,88.0,1
0,1,0,0,1,0,0,65,900,2369,119.0,82.0,97.0,4
0,1,1,0,1,0,0,49,735,735,86.0,86.0,86.0,1
0,0,0,0,1,0,0,60,278,2484,112.0,62.0,83.5,6
0,0,0,0,1,0,0,22,1134,1799,138.0,116.0,124.33333333333331,3
0,0,0,1,0,0,1,47,689,1855,124.0,117.0,120.5,2
0,0,1,0,0,0,1,56,771,847,109.0,83.0,96.0,2
0,1,0,0,0,1,0,59,1141,2766,102.0,53.0,85.36363636363636,11
0,0,0,0,0,1,0,67,1087,1087,64.0,64.0,64.0,1
0,1,0,0,0,1,0,69,1073,2100,103.0,64.0,84.5,4
0,1,0,0,0,0,1,63,772,2508,122.0,70.0,98.7,10
0,0,0,0,0,0,1,84,920,2225,115.0,48.0,90.0,5
0,1,0,0,1,0,0,91,468,2771,94.0,76.0,81.75,4
0,1,0,1,0,1,0,80,999,2769,98.0,68.0,81.0,7
0,1,1,0,0,1,0,88,466,2535,112.0,61.0,89.57142857142857,7
0,1,1,0,1,0,0,72,1012,1012,91.0,91.0,91.0,1
0,0,1,0,1,0,0,59,888,2228,89.0,63.0,76.0,2
0,1,0,0,0,1,0,66,554,2191,122.0,52.0,81.4,5
0,1,0,1,0,1,0,44,535,1472,151.0,98.0,113.5,4
0,0,1,0,1,0,0,89,62,2636,120.0,80.0,101.0,4
0,0,0,0,0,1,0,38,193,2441,121.0,56.0,93.71428571428572,7
0,0,0,0,0,1,0,47,290,2678,78.0,75.0,76.5,2
0,1,0,0,1,0,0,44,779,2678,106.0,70.0,89.4,5
0,1,0,1,1,0,0,31,688,2689,114.0,61.0,88.125,8
0,0,1,0,0,1,0,61,316,2546,111.0,62.0,88.2857142857143,7
0,0,0,0,1,0,0,43,669,1972,131.0,81.0,103.33333333333331,3
0,1,0,0,0,1,0,73,504,2162,110.0,65.0,87.5,4
0,1,0,0,1,0,0,102,94,94,72.0,72.0,72.0,1
0,0,0,0,0,1,0,44,953,2480,84.0,47.0,68.28571428571429,7
0,0,0,1,0,1,0,21,1173,1173,134.0,134.0,134.0,1
0,1,0,0,0,1,0,28,1100,2614,126.0,42.0,83.375,8
0,0,0,0,0,1,0,61,1022,1904,111.0,73.0,95.8,5
0,1,0,0,1,0,0,60,854,2574,99.0,52.0,71.2,10
0,0,0,0,0,1,0,82,904,904,92.0,92.0,92.0,1
0,1,0,0,1,0,0,60,785,2598,119.0,58.0,87.33333333333331,3
1,0,0,0,0,1,0,44,253,2523,117.0,52.0,81.9090909090909,11
0,0,1,0,1,0,0,23,556,556,111.0,111.0,111.0,1
0,1,0,0,1,0,0,85,904,904,68.0,68.0,68.0,1
0,0,0,0,0,0,1,36,1841,2533,88.0,50.0,70.6,5
0,1,1,0,0,1,0,45,713,2744,100.0,54.0,78.57142857142857,7
0,0,0,0,1,0,0,20,287,2745,116.0,66.0,88.44444444444444,9
0,1,1,0,0,1,0,39,613,2708,144.0,107.0,124.0,3
0,0,0,0,1,0,0,27,132,1997,121.0,87.0,102.5,4
0,1,1,0,1,0,0,34,799,2725,115.0,48.0,82.125,8
0,0,0,0,1,0,0,57,773,1832,108.0,60.0,81.4,5
0,1,0,1,1,0,0,56,1099,2546,107.0,68.0,86.8,5
