,target,age,gender_F,donations_2017,donations_2017_min_2016
5188,0,48,0,2,-5
5189,0,62,1,3,-1
5190,0,49,0,7,-1
5191,0,71,0,2,-3
5192,0,45,0,2,-3
5193,0,58,1,2,-2
5194,0,77,1,4,-3
5195,0,52,0,7,4
5196,0,42,1,7,4
5197,0,76,1,4,-6
5198,0,29,0,6,-4
5199,0,60,1,4,2
5200,0,62,0,5,-4
5201,0,60,1,1,-3
5202,0,39,0,2,-3
5203,0,33,0,4,-2
5204,0,62,0,4,2
5205,0,52,0,0,-4
5206,0,55,1,0,-5
5207,0,38,1,9,6
5208,0,55,1,9,0
5209,0,35,0,3,-4
5210,0,45,1,6,0
5211,0,68,1,5,-4
5212,0,62,1,3,-8
5213,0,28,0,3,-5
5214,0,47,1,8,3
5215,0,60,1,6,-3
5216,0,67,0,1,-5
5217,0,62,0,5,-3
5218,0,66,1,4,1
5219,0,75,1,5,-3
5220,0,27,1,4,0
5221,0,29,1,1,-3
5222,0,37,0,9,2
5223,0,90,0,8,-3
5224,0,61,1,5,-2
5225,0,47,0,4,-3
5226,0,43,0,9,2
5227,0,36,0,5,3
5228,0,39,0,5,-6
5229,0,73,1,3,1
5230,0,53,0,2,-8
5231,0,34,1,4,0
5232,0,56,1,3,-1
5233,0,41,0,6,-4
5234,0,60,1,1,-9
5235,0,68,0,0,-7
5236,0,72,0,3,-3
5237,0,71,0,4,-6
5238,0,58,0,4,-5
5239,0,77,0,6,3
5240,0,57,1,8,2
5241,0,56,1,4,-4
5242,0,75,1,6,1
5243,0,48,1,2,-8
5244,0,73,0,7,1
5245,0,64,0,4,-4
5246,0,81,1,5,-2
5247,0,41,0,0,-3
5248,0,29,0,8,2
5249,0,80,0,8,-1
5250,0,60,1,9,4
5251,0,70,1,3,-8
5252,0,46,0,7,5
5253,0,60,0,7,-2
5254,0,43,0,7,-4
5255,0,66,0,1,-6
5256,0,79,1,9,4
5257,0,60,0,2,-6
5258,0,49,0,0,-2
5259,0,96,1,1,-10
5260,0,52,1,5,-5
5261,0,31,0,6,-4
5262,0,29,1,1,-4
5263,0,55,0,4,-6
5264,0,76,0,4,-1
5265,0,31,1,7,3
5266,0,33,1,9,3
5267,0,96,1,6,-2
5268,0,56,0,9,3
5269,0,53,1,1,-6
5270,0,41,0,5,-3
5271,0,44,0,1,-5
5272,0,61,0,0,-11
5273,0,33,1,9,6
5274,0,64,1,3,-1
5275,0,47,1,9,4
5276,0,46,0,4,-3
5277,0,38,0,7,-2
5278,0,22,0,4,0
5279,0,59,1,0,-8
5280,0,71,0,7,3
5281,0,93,1,1,-1
5282,0,36,0,7,4
5283,0,50,1,4,-4
5284,0,80,0,1,-6
5285,0,35,1,3,-3
5286,0,55,1,5,-6
5287,0,28,1,6,0
5288,0,38,0,5,-2
5289,0,49,1,1,-6
5290,0,37,1,0,-3
5291,0,60,0,5,-1
5292,0,23,0,3,1
5293,0,70,0,1,-3
5294,0,62,0,5,2
5295,0,48,0,5,-3
5296,0,79,1,6,-3
5297,0,20,0,4,-7
5298,0,92,1,5,3
5299,0,42,0,3,-3
5300,0,36,0,3,-6
5301,0,70,1,6,1
5302,0,86,1,6,3
5303,0,25,1,9,2
5304,0,25,0,2,-2
5305,0,74,1,8,-3
5306,0,46,0,3,-5
5307,0,58,0,1,-8
5308,0,37,1,5,-1
5309,0,48,0,0,-9
5310,0,62,0,9,3
5311,0,49,1,0,-5
5312,0,48,0,9,2
5313,0,79,1,9,5
5314,0,78,1,1,-5
5315,0,48,1,4,-7
5316,0,56,1,8,3
5317,0,37,1,0,-8
5318,0,84,1,7,2
5319,0,73,1,8,-1
5320,0,85,0,8,1
5321,0,60,0,9,3
5322,0,60,1,6,2
5323,0,49,0,1,-3
5324,0,62,1,0,-3
5325,0,64,1,3,-8
5326,0,59,0,1,-9
5327,0,74,0,7,-4
5328,0,89,1,0,-10
5329,0,62,1,1,-1
5330,0,26,0,0,-8
5331,0,67,1,0,-4
5332,0,83,0,6,-1
5333,0,70,0,2,-8
5334,0,53,1,6,-5
5335,0,34,0,2,0
5336,0,33,0,1,-10
5337,0,74,1,9,2
5338,0,63,0,9,6
5339,0,56,1,9,3
5340,0,39,1,1,-7
5341,0,41,0,0,-3
5342,0,53,0,1,-8
5343,0,41,0,7,0
5344,0,60,1,2,-8
5345,0,60,1,3,-1
5346,0,39,1,8,1
5347,0,39,0,2,-1
5348,0,43,0,3,-2
5349,0,28,1,6,-3
5350,0,75,0,7,4
5351,0,30,1,3,1
5352,0,61,0,9,-1
5353,0,67,0,1,-5
5354,0,19,1,1,-6
5355,0,52,0,4,2
5356,0,71,0,2,0
5357,0,96,0,2,-5
5358,0,28,0,4,1
5359,0,50,0,3,-6
5360,0,68,0,6,-1
5361,0,41,0,0,-10
5362,0,71,1,9,-1
5363,0,39,0,4,0
5364,0,60,0,9,-2
5365,0,55,0,1,-1
5366,0,70,1,0,-6
5367,0,31,1,8,-2
5368,0,70,1,0,-6
5369,0,45,1,6,-5
5370,0,93,1,9,2
5371,0,92,1,9,1
5372,0,70,0,1,-9
5373,0,51,1,7,1
5374,0,77,0,2,-9
5375,0,78,1,8,-2
5376,0,46,0,5,-2
5377,0,28,1,2,-3
5378,0,76,0,7,1
5379,0,35,0,4,1
5380,0,34,0,3,-4
5381,0,40,1,5,3
5382,0,48,0,2,-3
5383,0,69,1,0,-3
5384,0,92,1,2,-6
5385,0,56,1,5,-2
5386,0,65,0,9,0
5387,0,49,0,0,-8
5388,0,40,1,7,-3
5389,0,98,0,4,-7
5390,0,46,0,3,-4
5391,0,30,0,9,5
5392,0,80,0,9,1
5393,0,43,1,7,-1
5394,0,23,1,3,-3
5395,0,71,1,4,0
5396,0,43,0,8,-2
5397,0,73,1,4,0
5398,0,72,1,9,6
5399,0,36,1,3,-8
5400,0,66,1,2,-6
5401,0,46,1,3,-4
5402,0,61,1,8,5
5403,0,79,1,4,-5
5404,0,68,0,3,-6
5405,0,91,0,9,0
5406,0,38,1,0,-3
5407,0,73,0,5,3
5408,0,73,1,5,-2
5409,0,57,0,1,-8
5410,0,90,1,0,-2
5411,0,51,0,3,-4
5412,0,54,0,1,-5
5413,0,53,1,6,-5
5414,0,60,0,0,-8
5415,0,24,1,9,5
5416,0,38,0,8,-2
5417,0,34,0,1,-2
5418,0,44,1,2,-7
5419,0,64,0,8,1
5420,0,23,0,0,-2
5421,0,48,0,4,-5
5422,0,49,1,6,4
5423,0,73,0,4,-3
5424,0,83,0,4,-4
5425,0,35,1,1,-6
5426,0,56,0,2,-2
5427,0,36,0,7,2
5428,0,68,0,1,-3
5429,0,22,1,4,1
5430,0,55,1,8,2
5431,0,81,0,0,-8
5432,0,60,1,6,-4
5433,0,45,1,5,2
5434,0,52,1,8,6
5435,0,49,1,9,4
5436,0,62,0,9,0
5437,0,60,1,2,-5
5438,0,78,0,5,-3
5439,0,60,1,7,1
5440,0,76,1,7,-1
5441,0,68,1,2,-6
5442,0,57,0,7,-3
5443,0,55,1,2,-1
5444,0,51,1,2,-5
5445,0,56,1,4,0
5446,0,49,1,1,-9
5447,0,44,0,8,3
5448,0,20,1,5,-3
5449,0,25,0,5,-5
5450,0,60,0,9,5
5451,0,36,1,8,-2
5452,0,50,0,0,-11
5453,0,85,0,7,5
5454,0,23,1,8,-1
5455,0,42,0,7,0
5456,0,51,1,6,-2
5457,0,64,0,5,-2
5458,0,68,1,2,-4
5459,0,75,0,2,-2
5460,0,34,0,5,3
5461,0,79,0,3,-4
5462,0,52,1,1,-1
5463,0,79,1,1,-5
5464,0,30,1,5,0
5465,0,40,0,8,6
5466,0,39,0,1,-5
5467,0,83,1,8,1
5468,0,73,0,2,-5
5469,0,31,1,9,1
5470,0,36,1,1,-3
5471,0,78,1,9,-2
5472,0,62,1,5,-1
5473,0,54,0,5,0
5474,0,44,1,4,0
5475,0,40,0,5,-2
5476,0,37,0,3,-2
5477,0,39,1,4,1
5478,0,32,0,9,-1
5479,0,55,0,8,1
5480,0,37,1,9,0
5481,0,41,0,6,-3
5482,0,64,1,5,-4
5483,0,55,0,3,-2
5484,0,50,1,7,2
5485,0,88,0,8,5
5486,0,52,0,9,2
5487,0,32,1,2,0
5488,0,44,0,8,2
5489,0,53,1,4,-5
5490,0,33,1,3,0
5491,0,55,1,9,3
5492,0,68,1,6,0
5493,0,65,1,0,-10
5494,0,43,0,9,-1
5495,0,47,0,3,-2
5496,0,73,0,2,-1
5497,0,83,1,0,-4
5498,0,60,1,3,-7
5499,0,28,1,3,1
5500,0,62,1,2,0
5501,0,79,0,6,-2
5502,0,72,1,9,7
5503,0,48,0,0,-10
5504,0,53,1,1,-1
5505,0,79,0,4,-4
5506,0,49,1,4,-7
5507,0,71,1,6,3
5508,0,49,1,6,-2
5509,0,51,0,9,2
5510,0,47,0,0,-7
5511,0,60,0,8,4
5512,0,57,1,9,4
5513,0,57,1,0,-3
5514,0,37,0,1,-10
5515,0,46,1,4,-4
5516,0,44,0,7,3
5517,0,60,0,1,-9
5518,0,68,0,4,2
5519,0,100,1,8,-3
5520,0,84,0,4,-5
5521,0,52,0,6,4
5522,0,73,1,0,-6
5523,0,65,1,2,-6
5524,0,63,1,7,4
5525,0,66,1,3,-4
5526,0,24,0,7,-2
5527,0,60,1,5,3
5528,0,22,1,9,7
5529,0,60,0,4,0
5530,0,44,1,8,6
5531,0,60,1,8,1
5532,0,69,1,4,-6
5533,0,43,0,1,-2
5534,0,60,0,7,0
5535,0,62,1,4,-7
5536,0,60,0,4,-4
5537,0,39,1,5,-4
5538,0,44,1,1,-7
5539,0,60,1,4,2
5540,0,64,0,9,1
5541,0,23,0,4,-1
5542,0,77,0,2,-7
5543,0,47,0,9,0
5544,0,68,0,8,1
5545,0,27,0,8,-2
5546,0,68,1,9,5
5547,0,37,1,9,4
5548,0,37,0,0,-11
5549,0,60,1,0,-5
5550,0,54,0,7,2
5551,0,21,1,3,-3
5552,0,64,1,2,-8
5553,0,45,0,8,-3
5554,0,60,0,0,-9
5555,0,34,0,3,-5
5556,0,78,1,1,-4
5557,0,59,0,3,-8
5558,0,72,1,4,1
5559,0,68,0,5,1
5560,0,52,0,7,-1
5561,0,99,1,1,-5
5562,0,72,1,6,3
5563,0,57,0,5,-3
5564,0,21,0,8,1
5565,0,50,0,6,-4
5566,0,74,1,3,-7
5567,0,53,1,9,4
5568,0,36,0,2,-2
5569,0,46,1,7,0
5570,0,25,0,0,-6
5571,0,33,0,3,0
5572,0,75,0,7,-2
5573,0,25,1,7,4
5574,0,45,0,4,-5
5575,0,95,1,6,4
5576,0,35,1,6,-5
5577,0,73,0,9,4
5578,0,30,1,3,-5
5579,0,56,0,1,-5
5580,0,51,0,2,-8
5581,0,36,1,9,3
5582,0,25,0,3,-5
5583,0,52,0,8,-3
5584,0,34,1,7,1
5585,0,76,1,1,-2
5586,0,51,0,2,-8
5587,0,60,1,1,-9
5588,0,59,1,2,-6
5589,0,34,1,4,0
5590,0,37,0,6,1
5591,0,52,1,9,0
5592,0,40,1,7,1
5593,0,40,0,1,-4
5594,0,34,1,0,-11
5595,0,45,1,0,-5
5596,0,67,1,7,-4
5597,0,49,1,3,-4
5598,0,81,1,1,-8
5599,0,50,0,2,-2
5600,0,35,0,4,2
5601,0,64,0,5,0
5602,0,41,0,4,-6
5603,0,21,1,0,-5
5604,0,44,1,6,2
5605,0,48,1,7,4
5606,0,61,1,2,-7
5607,0,26,0,5,1
5608,0,45,0,5,-6
5609,0,60,0,7,-4
5610,0,71,1,9,0
5611,0,76,0,1,-6
5612,0,55,0,8,4
5613,0,83,0,5,1
5614,0,84,0,1,-4
5615,0,29,0,7,4
5616,0,71,0,2,-7
5617,0,78,1,8,-1
5618,0,27,0,4,-5
5619,0,39,1,3,-7
5620,0,44,0,6,3
5621,0,54,1,0,-8
5622,0,21,0,2,-2
5623,0,55,1,2,-2
5624,0,54,1,8,6
5625,0,60,1,3,-2
5626,0,45,0,1,-10
5627,0,63,1,9,7
5628,0,71,1,5,-4
5629,0,58,0,9,3
5630,0,56,0,4,1
5631,0,54,0,8,2
5632,0,37,0,5,2
5633,0,72,0,1,-8
5634,0,51,1,1,-6
5635,0,80,0,0,-2
5636,0,40,0,1,-9
5637,0,59,1,0,-10
5638,0,52,0,3,1
5639,0,20,1,0,-5
5640,0,60,0,4,-2
5641,0,59,1,7,3
5642,0,68,0,2,-9
5643,0,35,0,1,-2
5644,0,97,0,7,-3
5645,0,20,0,9,6
5646,0,66,0,9,1
5647,0,58,0,3,1
5648,0,69,0,2,-1
5649,0,72,1,8,-3
5650,0,75,0,1,-2
5651,0,30,1,6,3
5652,0,80,0,1,-2
5653,0,86,0,2,-7
5654,0,60,1,6,1
5655,0,52,0,8,6
5656,0,33,1,0,-7
5657,0,59,0,5,-4
5658,0,35,1,8,6
5659,0,38,0,5,-2
5660,0,65,0,9,7
5661,0,48,1,0,-2
5662,0,50,1,5,-4
5663,0,80,0,2,-9
5664,0,56,1,5,-5
5665,0,60,0,4,0
5666,0,63,0,1,-1
5667,0,62,1,3,1
5668,0,48,0,7,-3
5669,0,59,0,0,-7
5670,0,40,1,4,-3
5671,0,60,1,3,-7
5672,0,27,0,8,2
5673,0,73,0,9,0
5674,0,30,1,6,2
5675,0,60,0,7,5
5676,0,19,0,9,1
5677,0,55,1,7,5
5678,0,88,1,8,4
5679,0,36,0,6,1
5680,0,37,1,5,-2
5681,0,62,1,3,0
5682,0,59,1,3,-2
5683,0,78,1,0,-11
5684,0,48,0,9,0
5685,0,47,1,4,-6
5686,0,76,1,1,-6
5687,0,23,0,6,-3
5688,0,33,0,6,0
5689,0,38,0,2,-6
5690,0,29,0,2,-1
5691,0,59,1,7,-1
5692,0,60,0,8,5
5693,0,61,0,6,-1
5694,0,29,0,4,2
5695,0,40,0,1,-7
5696,0,42,1,2,-7
5697,0,65,0,3,-7
5698,0,57,0,1,-6
5699,0,61,1,5,-1
5700,0,52,1,7,5
5701,0,37,1,1,-4
5702,0,49,1,8,-3
5703,0,65,1,8,5
5704,0,86,1,8,4
5705,0,64,0,5,-1
5706,0,30,1,0,-3
5707,0,48,1,2,-3
5708,0,40,1,1,-1
5709,0,51,0,4,0
5710,0,22,0,7,0
5711,0,50,0,8,-3
5712,0,60,0,6,3
5713,0,22,0,7,4
5714,0,25,0,4,0
5715,0,49,0,8,1
5716,0,39,1,9,-1
5717,0,26,1,9,5
5718,0,20,0,1,-10
5719,0,60,0,1,-6
5720,0,43,0,0,-4
5721,0,63,1,2,-2
5722,0,58,0,4,-4
5723,0,53,1,9,7
5724,0,33,1,7,3
5725,0,70,1,0,-11
5726,0,45,0,4,2
5727,0,36,0,9,5
5728,0,38,0,3,-2
5729,0,79,0,2,-2
5730,0,30,0,6,4
5731,0,78,0,4,-6
5732,0,74,0,7,-3
5733,0,76,1,3,-1
5734,0,84,0,1,-6
5735,0,43,0,7,4
5736,0,92,0,8,3
5737,0,55,0,5,0
5738,0,94,0,0,-11
5739,0,50,0,1,-2
5740,0,42,1,5,-5
5741,0,67,0,2,-3
5742,0,60,0,1,-7
5743,0,31,1,2,-4
5744,0,86,0,7,-4
5745,0,62,0,2,-8
5746,0,37,0,3,-6
5747,0,66,1,0,-9
5748,0,73,1,8,-1
5749,0,42,0,1,-2
5750,0,37,0,3,-5
5751,0,82,0,4,2
5752,0,43,1,5,-1
5753,0,45,1,2,-8
5754,0,41,1,6,1
5755,0,31,1,9,1
5756,0,47,0,0,-7
5757,0,48,1,5,2
5758,0,47,0,8,-2
5759,0,25,0,0,-11
5760,0,72,1,8,5
5761,0,32,1,4,2
5762,0,30,1,6,-3
5763,0,45,0,2,-9
5764,0,70,0,0,-9
5765,0,66,1,6,-1
5766,0,40,1,5,-6
5767,0,24,1,7,0
5768,0,26,0,5,0
5769,0,63,0,3,0
5770,0,29,1,3,-3
5771,0,28,1,7,-1
5772,0,37,0,1,-10
5773,0,60,0,7,2
5774,0,41,1,6,4
5775,0,38,1,2,-9
5776,0,53,1,5,-2
5777,0,22,0,8,-1
5778,0,61,1,2,-8
5779,0,90,0,4,-6
5780,0,44,0,7,0
5781,0,76,0,5,-5
5782,0,55,0,5,-2
5783,0,63,1,1,-10
5784,0,34,1,7,3
5785,0,74,0,1,-1
5786,0,52,0,5,1
5787,0,31,1,3,0
5788,0,62,0,2,-1
5789,0,38,0,9,1
5790,0,57,0,1,-6
5791,0,34,1,3,-8
5792,0,60,1,8,6
5793,0,55,0,8,2
5794,0,27,1,8,6
5795,0,34,1,9,-1
5796,0,60,1,9,-1
5797,0,54,0,0,-2
5798,0,48,0,2,-7
5799,0,63,1,0,-2
5800,0,24,0,7,5
5801,0,56,0,8,2
5802,0,21,1,1,-10
5803,0,76,1,9,6
5804,0,61,0,1,-10
5805,0,68,0,2,-8
5806,0,22,1,4,1
5807,0,60,1,4,-5
5808,0,38,1,9,3
5809,0,51,1,3,-4
5810,0,42,1,0,-6
5811,0,23,1,6,-5
5812,0,72,1,8,3
5813,0,91,0,7,5
5814,0,39,1,7,-1
5815,0,50,1,2,-8
5816,0,44,0,9,-1
5817,0,27,1,1,-1
5818,0,48,1,5,-3
5819,0,39,1,3,-5
5820,0,61,1,2,-2
5821,0,33,1,0,-7
5822,0,44,0,8,3
5823,0,64,1,2,-4
5824,0,24,1,6,-5
5825,0,34,1,7,-2
5826,0,47,0,0,-9
5827,0,60,1,4,0
5828,0,53,0,0,-10
5829,0,82,0,1,-10
5830,0,22,0,8,-1
5831,0,60,0,8,-2
5832,0,70,0,3,-1
5833,0,29,1,6,1
5834,0,45,0,4,-2
5835,0,83,1,7,0
5836,0,61,0,1,-5
5837,0,67,1,2,-1
5838,0,71,0,1,-3
5839,0,36,0,9,1
5840,0,31,1,8,2
5841,0,61,1,7,4
5842,0,76,1,2,-9
5843,0,53,1,5,-1
5844,0,44,1,2,-5
5845,0,77,1,0,-6
5846,0,53,0,8,3
5847,0,28,1,1,-3
5848,0,19,1,7,-3
5849,0,51,1,9,1
5850,0,80,1,9,0
5851,0,55,0,6,-3
5852,0,53,0,0,-6
5853,0,64,0,3,-6
5854,0,59,0,8,-1
5855,0,60,0,1,-6
5856,0,38,0,1,-4
5857,0,20,1,3,-6
5858,0,60,0,2,-1
5859,0,35,0,9,-2
5860,0,39,0,9,5
5861,0,66,0,3,1
5862,0,89,1,2,0
5863,0,55,0,1,-8
5864,0,78,0,9,0
5865,0,97,0,9,-1
5866,0,33,0,4,-3
5867,0,61,0,4,1
5868,0,43,1,7,4
5869,0,39,0,2,-8
5870,0,43,1,0,-4
5871,0,50,0,7,0
5872,0,69,1,3,-5
5873,0,41,0,5,-4
5874,0,83,1,4,-7
5875,0,34,1,5,0
5876,0,51,0,7,4
5877,0,33,0,7,0
5878,0,45,1,6,3
5879,0,34,0,8,6
5880,0,50,1,7,0
5881,0,64,1,3,-7
5882,0,56,0,8,5
5883,0,53,0,3,-8
5884,0,50,0,8,2
5885,0,60,0,9,5
5886,0,26,0,7,1
5887,0,63,0,7,0
5888,0,40,1,6,-5
5889,0,82,1,5,-2
5890,0,66,0,5,0
5891,0,34,1,6,1
5892,0,36,0,2,-3
5893,0,61,0,2,-4
5894,0,56,0,7,5
5895,0,23,0,1,-10
5896,0,53,1,2,-2
5897,0,39,1,7,-4
5898,0,36,1,6,2
5899,0,56,1,0,-9
5900,0,43,1,1,-2
5901,0,72,0,2,-6
5902,0,31,0,8,1
5903,0,45,0,9,1
5904,0,63,1,0,-6
5905,0,20,1,0,-4
5906,0,86,1,5,-5
5907,0,39,0,2,-6
5908,0,49,1,1,-9
5909,0,39,1,0,-8
5910,0,69,0,5,3
5911,0,66,1,8,5
5912,0,66,1,6,-3
5913,0,37,0,6,1
5914,0,65,1,4,2
5915,0,30,0,3,0
5916,0,47,0,1,-3
5917,0,57,0,6,-3
5918,0,60,1,8,-2
5919,0,55,1,9,-1
5920,0,51,0,6,1
5921,0,21,0,5,0
5922,0,55,0,0,-5
5923,0,72,0,4,-4
5924,0,66,1,3,0
5925,0,52,1,9,3
5926,0,49,1,5,-6
5927,0,45,1,4,-4
5928,0,44,0,6,-3
5929,0,45,0,2,-9
5930,0,58,1,7,-3
5931,0,40,1,6,3
5932,0,47,0,2,-5
5933,0,22,1,3,0
5934,0,43,0,1,-3
5935,0,35,0,9,-2
5936,0,74,1,7,-1
5937,0,43,0,6,-5
5938,0,30,0,0,-5
5939,0,60,0,5,-3
5940,0,30,1,1,-7
5941,0,65,0,3,-7
5942,0,29,0,3,-1
5943,0,43,1,7,3
5944,0,57,0,3,-2
5945,0,22,0,8,3
5946,0,59,1,0,-2
5947,0,34,0,6,0
5948,0,44,1,5,0
5949,0,27,1,9,1
5950,0,19,0,7,-1
5951,0,38,0,9,0
5952,0,60,0,7,5
5953,0,29,1,3,-4
5954,0,83,0,0,-5
5955,0,77,1,8,0
5956,0,32,0,6,-3
5957,0,47,1,7,-2
5958,0,73,1,4,-1
5959,0,46,1,2,-4
5960,0,37,0,7,-3
5961,0,28,1,0,-6
5962,0,21,1,7,-1
5963,0,74,1,5,2
5964,0,31,0,4,-7
5965,0,43,1,7,2
5966,0,47,0,5,3
5967,0,41,0,7,0
5968,0,26,0,4,-4
5969,0,63,1,6,3
5970,0,52,1,5,1
5971,0,62,1,5,-2
5972,0,27,1,2,-4
5973,0,28,1,2,-7
5974,0,35,1,5,-4
5975,0,62,0,3,-2
5976,0,61,1,6,0
5977,0,59,1,3,-3
5978,0,78,0,7,-1
5979,0,52,0,1,-8
5980,0,29,0,5,3
5981,0,52,0,1,-6
5982,0,86,1,2,-6
5983,0,66,1,4,2
5984,0,42,0,1,-7
5985,0,60,1,2,-3
5986,0,30,1,5,-6
5987,0,42,0,6,4
5988,0,60,0,6,3
5989,0,33,0,5,1
5990,0,37,1,9,3
5991,0,32,0,2,-5
5992,0,38,0,6,-4
5993,0,76,0,7,-4
5994,0,44,0,2,-5
5995,0,26,0,8,3
5996,0,35,0,4,-5
5997,0,26,0,0,-8
5998,0,71,0,6,2
5999,0,50,1,9,5
6000,0,60,1,0,-6
6001,0,33,0,5,-5
6002,0,38,1,3,-8
6003,0,87,1,4,2
6004,0,61,0,3,-3
6005,0,78,0,1,-5
6006,0,41,1,3,-1
6007,0,86,0,0,-5
6008,0,74,1,2,-4
6009,0,51,1,5,2
6010,0,48,1,7,5
6011,0,62,1,4,-2
6012,0,29,0,1,-2
6013,0,54,0,7,2
6014,0,76,0,1,-1
6015,0,47,0,2,-6
6016,0,29,0,3,1
6017,0,60,1,8,6
6018,0,50,1,7,-3
6019,0,54,1,3,-1
6020,0,60,0,6,-2
6021,0,30,0,2,-6
6022,0,103,0,3,1
6023,0,23,0,2,-5
6024,0,29,0,7,-1
6025,0,53,1,3,0
6026,0,77,1,4,-5
6027,0,29,0,6,-2
6028,0,51,1,1,-1
6029,0,40,0,8,5
6030,0,108,0,5,0
6031,0,78,1,1,-4
6032,0,68,0,7,2
6033,0,35,0,8,5
6034,0,43,0,2,-8
6035,0,89,1,9,3
6036,0,60,0,7,-1
6037,0,58,1,8,2
6038,0,61,0,8,4
6039,0,55,0,1,-10
6040,0,38,1,9,2
6041,0,50,0,3,-4
6042,0,63,1,7,3
6043,0,65,1,8,-3
6044,0,67,1,3,-7
6045,0,34,1,0,-2
6046,0,55,1,9,0
6047,0,60,1,5,-1
6048,0,74,1,0,-2
6049,0,25,1,4,-5
6050,0,63,0,9,6
6051,0,53,0,3,-5
6052,0,84,1,3,1
6053,0,62,0,7,-2
6054,0,26,1,3,-5
6055,0,36,1,9,2
6056,0,34,0,7,-1
6057,0,38,1,6,-1
6058,0,53,1,5,1
6059,0,38,0,5,-4
6060,0,85,0,1,-8
6061,0,74,1,2,-3
6062,0,53,1,5,-5
6063,0,87,1,6,2
6064,0,49,1,2,-8
6065,0,21,0,6,-5
6066,0,68,0,6,0
6067,0,48,1,3,-5
6068,0,63,1,1,-6
6069,0,62,0,4,-4
6070,0,49,0,2,-9
6071,0,38,0,2,-2
6072,0,44,0,3,-8
6073,0,26,1,9,3
6074,0,90,0,9,7
6075,0,44,1,2,-3
6076,0,84,0,6,-4
6077,0,47,1,3,-4
6078,0,49,0,5,3
6079,0,36,1,7,1
6080,0,60,1,4,-3
6081,0,34,0,3,-3
6082,0,52,0,7,-3
6083,0,21,0,4,-7
6084,0,55,0,5,-3
6085,0,68,1,1,-10
6086,0,41,1,3,-5
6087,0,60,1,7,5
6088,0,35,0,7,3
6089,0,57,1,3,-1
6090,0,43,1,4,-7
6091,0,35,0,6,0
6092,0,30,0,8,-3
6093,0,68,1,2,-4
6094,0,51,1,1,-7
6095,0,50,0,0,-4
6096,0,40,1,2,-6
6097,0,60,1,8,-2
6098,0,37,0,1,-8
6099,0,30,1,3,-7
6100,0,81,0,0,-8
6101,0,41,1,1,-10
6102,0,42,1,6,-3
6103,0,56,0,0,-3
6104,0,47,0,9,-2
6105,0,41,1,5,-6
6106,0,77,0,5,0
6107,0,31,1,3,-2
6108,0,97,0,6,-1
6109,0,60,1,3,-6
6110,0,60,1,8,6
6111,0,48,1,9,2
6112,0,65,0,1,-1
6113,0,60,0,0,-8
6114,0,41,1,5,-5
6115,0,78,0,6,2
6116,0,29,0,3,-1
6117,0,46,1,3,1
6118,0,56,1,9,4
6119,0,23,1,5,3
6120,0,40,0,7,1
6121,0,60,0,7,-1
6122,0,48,1,4,-1
6123,0,85,1,7,-2
6124,0,50,0,9,6
6125,0,60,0,8,3
6126,0,91,0,1,-8
6127,0,37,0,1,-7
6128,0,80,0,3,-5
6129,0,69,0,9,-1
6130,0,46,1,6,4
6131,0,60,1,7,2
6132,0,55,1,7,2
6133,0,84,1,8,3
6134,0,62,1,9,3
6135,0,60,1,9,1
6136,0,65,0,3,-4
6137,0,44,1,1,-8
6138,0,21,1,0,-2
6139,0,47,1,2,0
6140,0,75,1,0,-3
6141,0,38,0,7,0
6142,0,46,0,5,3
6143,0,41,0,3,-4
6144,0,76,1,3,-1
6145,0,48,1,4,-7
6146,0,43,0,1,-1
6147,0,60,1,0,-2
6148,0,56,0,1,-3
6149,0,58,1,4,-1
6150,0,36,0,6,3
6151,0,39,0,9,1
6152,0,75,1,8,6
6153,0,65,0,2,-7
6154,0,65,1,3,-7
6155,0,44,1,7,5
6156,0,50,1,5,1
6157,0,61,1,1,-7
6158,0,60,0,3,-8
6159,0,74,0,5,3
6160,0,30,0,7,-4
6161,0,60,0,3,-2
6162,0,50,0,4,-7
6163,0,45,0,9,1
6164,0,75,1,6,-1
6165,0,69,1,2,-6
6166,0,37,0,3,-3
6167,0,49,1,3,0
6168,0,69,1,5,-3
6169,0,95,0,7,-2
6170,0,51,1,5,1
6171,0,66,0,1,-5
6172,0,50,0,8,1
6173,0,22,1,6,1
6174,0,55,1,5,2
6175,0,41,0,8,1
6176,0,32,0,7,2
6177,0,32,0,5,0
6178,0,45,0,1,-9
6179,0,69,0,6,-4
6180,0,60,1,5,-5
6181,0,39,1,6,-4
6182,0,30,0,0,-5
6183,0,60,1,6,3
6184,0,93,0,5,3
6185,0,57,1,5,1
6186,0,62,0,1,-4
6187,0,29,0,7,1
6188,0,60,0,2,0
6189,0,51,0,9,6
6190,0,75,0,2,-3
6191,0,104,0,5,1
6192,0,49,0,8,-3
6193,0,60,1,4,-4
6194,0,38,0,2,-3
6195,0,57,1,9,-2
6196,0,38,1,6,-4
6197,0,67,0,5,3
6198,0,83,1,7,-2
6199,0,23,0,9,3
6200,0,66,0,0,-7
6201,0,32,1,9,4
6202,0,33,1,6,-5
6203,0,51,1,1,-2
6204,0,21,0,0,-3
6205,0,56,1,1,-3
6206,0,48,1,5,-1
6207,0,33,1,1,-2
6208,0,49,0,0,-11
6209,0,37,1,1,-1
6210,0,60,1,9,0
6211,0,94,1,4,-2
6212,0,39,1,9,6
